	OS052	OS152	OS186	OS457	OS525	OS526	OS384	OS742	OS766	OS774	OS833	SJSA	U2OS	MG63	MG63.3	SaOS2	HuO9	HOS	c143B
CLPTM1L	7.076322267	6.885904705	6.221659376	6.625451018	7.264648235	7.224047711	8.279890698	6.953348376	8.529654154	6.845610187	7.685290075	7.823542956	8.937046255	7.13685759	7.248197367	6.98125158	7.81829554	8.247790657	7.493054394
CLPX	4.274131664	4.937172066	6.206135018	4.81965346	5.126041328	4.997247867	1.478996794	6.675732904	5.774010121	5.331904052	6.893809115	4.431033855	5.25476652	5.113596967	5.357540501	4.708451937	5.033867771	5.33838231	5.728807199
CLSPN	5.394217402	5.178757573	5.012525503	5.277868541	6.085936319	5.971617662	2.626318079	5.376789082	4.483508954	6.616538934	5.338105603	5.146867851	5.896327183	4.524971622	5.707046364	5.963688213	6.023721153	5.391308948	6.102077725
CLSTN1	9.140858765	8.140752945	6.61846994	7.551134885	7.379424883	8.699918963	9.763517768	6.909782041	8.474041231	7.163997461	7.258387375	8.211929598	8.011861496	7.636197696	7.043943644	9.404815835	8.979387431	7.886883181	7.710597142
CLSTN3	5.500068153	4.620141412	0.382418081	5.583900245	6.47880769	5.260834132	6.29504608	2.827154926	2.18238115	4.02208277	2.352422867	2.381066022	6.262985322	0.936845597	0.188546408	4.636416697	5.707461805	3.406010621	3.430971129
CLTA	7.324023185	6.525995651	6.818554929	7.345657082	7.540390427	7.425590584	8.118816011	5.980684836	6.694688504	6.906535558	6.294916076	7.454963651	7.812656608	9.447703786	9.652357709	7.328644217	7.182861502	8.139031551	7.983110829
CLTB	6.218839887	6.711859326	5.311916491	4.987700231	6.43716141	4.932685055	8.040559273	5.499423592	5.867789256	5.53531478	6.83404532	7.327371236	5.756811689	7.392855062	7.334341526	6.52752413	6.72242391	7.068971745	6.130301206
CLTC	8.976144105	9.425373737	8.507160311	9.05016341	8.220171917	9.479240749	6.332581546	8.801862818	9.395932968	8.30831812	9.39919277	9.056534703	8.774688517	8.629715509	8.901692307	9.170674491	9.075139477	8.125427459	8.59922863
CLTCL1	4.42768967	4.786374768	3.364214554	4.36834716	4.292129096	5.102143232	6.692855951	2.883679744	2.582779252	2.702003509	1.934868612	5.237980207	5.221114431	3.147845087	2.912074447	5.247238725	4.369166006	3.342922274	3.044317902
CLU	7.249180121	1.452845204	8.893317258	5.591202572	6.232420594	8.718588971	8.505795581	2.058842897	6.333208522	5.249726848	5.971685657	7.130518639	9.685444413	9.814246999	8.354074124	5.829528969	7.618758122	5.802294449	4.020700175
CLUAP1	1.965651563	2.649494591	4.045418254	3.903487825	3.522396295	3.015941857	1.212345736	3.137199577	4.029961449	3.437063361	4.108321531	3.41554262	3.945693516	4.30429137	4.202963085	1.819188953	2.22876264	2.488280556	3.536861728
CLUH	7.131738156	7.594057722	8.459572895	6.155213546	6.483811035	5.93323754	8.178127042	8.307219161	7.062509387	8.013068032	7.842143315	6.357369307	6.526732688	6.832713538	7.435547642	6.843620202	6.125265743	8.48875852	8.221328059
CLUHP3	2.954272578	3.130367494	2.101262905	1.554343806	3.782719079	3.409040603	2.792258536	0.462672139	0.627106956	1.399696649	2.31570355	3.198649318	3.579815276	3.527063985	2.450928091	1.648124293	0	2.366682663	1.899940719
CLYBL	1.810358796	1.510541016	2.095881673	1.539321128	2.616991502	1.094722623	1.823830944	2.075115497	2.062137068	2.171362488	1.239019982	1.817839783	1.524265474	1.639713489	0.905037537	1.945479108	0.198484995	1.192230362	1.940773788
CMAS	3.837448066	4.601086724	4.839795156	3.123927748	5.419557249	4.569209379	3.257224209	4.99589221	4.414587791	4.339986539	5.707583972	4.523301453	4.646493801	5.050173009	5.885445225	4.42141892	5.263559748	4.11501553	4.972280466
CMBL	3.820479181	7.517462944	4.880267276	5.776102724	3.713008134	3.359027363	3.551551663	4.641637151	4.814165551	4.871028056	6.161602062	3.328321799	4.279214321	6.021869171	6.736316456	0.259765915	2.134987256	5.555671665	5.839118573
CMC1	3.989999565	3.719701245	3.167919213	3.208662611	3.109070889	3.843388173	4.32224983	3.152616519	3.620310023	3.813747854	4.28776688	3.813458997	3.692674049	3.210258892	4.068368601	3.807647244	3.732384222	3.868537567	4.15545922
CMC2	4.997119101	5.033252514	4.014379155	5.024576454	4.393852567	4.914292357	5.343702965	4.42068212	4.609517692	4.277030561	5.336273562	5.664866669	5.306353096	4.382265864	4.516307559	5.317700812	4.297032059	5.217555676	5.114401789
CMIP	5.842202875	5.792015977	5.63817813	6.381775937	5.461224315	6.32419851	7.641011439	3.4051868	5.395991256	5.461237581	5.49905589	6.503880079	5.597522173	6.039738954	5.732841018	5.802431056	3.766661642	5.736317836	7.014930678
CMPK1	6.339656573	6.310567032	6.418790923	7.066460071	6.470910064	7.425695312	3.169432241	6.309472581	7.389322351	7.571693823	6.934944411	5.543922535	5.703294707	6.093161983	6.570850707	6.207961099	7.035209531	5.510931816	6.348010144
CMSS1	5.432520061	5.359267199	5.36433008	3.858806663	4.08572406	5.295631692	2.307843064	5.864951958	5.996395708	7.030242203	6.62446819	4.61892018	6.967708928	5.988422774	6.205045919	5.114615297	5.320580674	5.798380615	6.270042829
CMTM1	2.062089599	2.511870286	1.341188328	2.48127256	1.485475285	2.219329409	1.745038166	0.511319693	1.182957792	2.06553659	0.823771527	1.678857647	2.402070038	1.721988122	1.260717711	1.571843874	2.478266246	1.6045332	2.062943824
CMTM3	5.428649099	5.306405173	4.703144302	5.389581125	3.90427803	5.393114479	7.425812287	4.417494961	3.543797127	4.505230899	4.661475524	5.90933384	6.424998967	4.668226212	4.78093629	5.324819631	4.546569069	4.922651891	5.34990741
CMTM4	5.542078349	5.177273866	5.094408504	4.785577906	5.615507506	5.225657753	4.686132466	5.451924878	5.229761373	4.737103836	5.752923457	4.662610272	5.084969281	4.10844859	4.41372744	4.841652357	5.081778192	5.023330785	5.948281906
CMTM6	5.421308822	5.742377191	6.015165635	5.69397985	6.825122109	6.705811727	2.993136335	5.631826438	6.112579449	6.166272059	5.6666172	6.425979114	6.15971993	4.498538186	5.601068869	5.585187833	6.477788982	4.863942317	6.532965775
CMTM7	5.642416062	4.19281477	4.312263309	2.565246939	4.245756581	4.06504115	5.340356645	3.674473257	5.035879726	4.119738782	4.10186612	4.329364817	5.506351824	3.051125004	4.437161635	3.948379643	3.694535905	4.546901611	5.191151152
CMTM8	0.285206526	3.294469999	1.694433997	0.191536296	2.835525078	2.055734184	2.163825581	1.507514671	2.266412767	1.472487458	3.74111857	0.203013209	3.809310392	0.63096717	0.957840828	2.19754761	1.456979823	1.741290007	2.731730216
CMTR1	6.48383328	5.836247764	6.25009774	6.390870854	7.120495449	5.924963363	9.631136977	5.944606257	5.061588436	5.872181085	5.946687424	6.734566118	6.38396984	6.904624932	6.446458224	6.434559763	6.334411502	6.953171564	6.064849754
CMTR2	2.729394058	4.288456647	3.970947273	5.148960447	4.609753634	5.201394917	0.556215974	4.894089552	4.134286928	4.97906923	4.477574896	2.963381897	3.674466753	2.429970072	2.891863608	3.120035447	3.666880268	2.488280556	4.136543193
CNBD2	2.393957755	1.399548288	1.294973134	1.669205462	1.864382921	1.914816289	1.526884991	1.789769973	2.266412767	1.629281555	0.924757454	1.388976894	1.873430517	1.269447908	0.983534989	0.79521241	2.017274433	2.162601262	1.857918191
CNBP	7.877866495	7.610000715	8.207321258	6.594142558	7.465286719	7.161783581	6.526146492	8.278521533	8.374992516	9.018399441	9.114698117	7.430079188	7.63019361	8.313776073	8.663928151	8.013275199	7.420215755	8.30683891	9.142476381
CNDP2	5.345775781	6.341144735	6.624322099	6.118201241	8.019538215	4.859525896	7.319360259	6.354331408	8.523263499	5.957071787	6.861054683	7.526127582	7.564445728	5.851529321	5.197964221	6.581475731	7.944589861	6.800114793	6.36592423
CNEP1R1	2.317870213	3.932827206	2.469077865	3.815817577	3.613910001	4.30437255	1.745038166	3.642071061	3.069641399	2.751595138	3.908284043	3.444436381	3.306777982	2.731785356	2.829474638	2.942933966	3.792485613	2.618292537	3.206588213
CNIH1	5.823325864	6.15619536	5.937194755	5.957032813	6.257678632	6.591342128	4.476538289	7.721627849	7.085343928	6.586107933	6.91390932	5.447307902	6.089311148	5.534533727	5.985000761	6.038419189	7.40732087	6.375333056	6.772110794
CNIH3	1.677487891	1.7635101	0.808034575	4.066923072	1.949514254	1.086267261	5.373475609	0.511319693	0.748960039	2.185866163	0.269440857	4.706209534	3.858524494	3.12642568	2.441688912	1.325694723	1.156465198	0.931379958	3.88430774
CNIH4	5.402135199	4.551555684	4.784003271	4.953638776	4.935378075	4.631553734	5.100340525	5.307888916	5.213975654	4.653478515	5.609361643	5.631961399	5.080037551	5.807120496	6.079617432	5.187429533	4.575117988	5.19986196	4.618826632
CNKSR1	1.581581725	0.48247338	1.874924273	1.322460246	2.531213665	2.598026579	2.280166781	0.888076399	1.371850007	2.460943741	2.567587806	1.377036647	2.269721705	0.770064882	0.793253592	1.648124293	3.390763701	1.674531438	1.236989262
CNKSR2	2.686814589	4.338874915	4.720731951	0.085218234	4.709128052	0.216915134	0.645691452	3.430703953	4.316156643	3.997627781	5.415628168	0.060976273	1.98738598	0.421814414	2.800855929	3.342956219	4.585495215	1.093475069	2.220482954
CNKSR3	4.488451768	5.822392476	5.661132474	3.752093603	4.981925647	4.884123558	3.455838482	4.178607903	4.999509374	6.521821388	4.459174197	4.847035789	3.585394498	5.202258108	4.41844483	5.859250711	3.986192469	4.71826235	3.972283229
CNN2	7.8281239	7.975021298	8.0859356	7.372039984	6.266277232	8.28014158	9.812944531	7.776145514	8.610924751	9.126788355	6.819037366	10.03076722	7.614589728	7.27515749	5.920785507	8.983335287	7.979716224	9.759221593	6.978624417
CNN3	9.563991888	8.624791125	8.178097885	7.634564891	7.888319262	9.17441659	8.275078982	7.874142564	8.307174348	9.214285936	6.229798402	9.391326873	8.959441166	8.04690556	7.920795751	10.52793854	7.745796647	8.487239806	7.627838373
CNNM2	3.656576993	4.042287834	3.649606162	4.055529435	3.862448414	3.687215265	5.22533417	4.152007309	4.980974481	2.629580387	5.176505303	4.97433948	4.519648279	2.650083621	2.39458408	3.996185009	3.879394312	3.85352726	3.706292588
CNNM3	5.403888823	4.532340748	5.412743556	4.135956311	5.439315265	4.599976027	5.944588586	7.784828705	4.126812582	3.813747854	5.287805116	4.032897078	5.120949361	4.475004839	4.138664988	4.853335929	5.664756654	5.717787942	3.821921101
CNNM4	5.525259671	4.268157154	7.1784637	4.839208009	5.959943117	5.092676438	5.76405427	7.329043789	5.36137901	3.985243058	5.094341842	4.799741865	4.760618784	4.558946401	4.025722784	4.875541828	5.144283102	4.734739693	3.87906477
CNOT1	8.469234879	8.143668176	8.724607081	7.317865991	7.837294529	8.292483658	6.04050115	9.117201634	8.528591009	7.800385079	8.852277581	7.880685118	7.974346473	9.032275457	8.917607644	8.091531972	7.334921222	8.089444503	8.27320963
CNOT10	5.395980672	4.465026721	5.236895573	4.197058413	5.496544441	5.139911932	4.223987766	4.816362037	4.793071087	5.817343996	5.72868708	4.697834457	5.34386748	4.229917154	4.574527746	5.658224491	6.239504355	5.510931816	5.849431578
CNOT11	6.101904426	5.401815276	5.709941904	5.608398884	5.21182603	5.86382211	7.036754549	6.983834823	5.838346403	5.662617689	6.037996071	5.858177065	5.881097242	5.279976159	5.782171906	5.663339063	5.908592754	5.968255759	5.939074083
CNOT2	5.538889871	5.751711653	6.330479246	5.545571237	6.328786149	6.118788735	3.585868008	8.230748461	8.140656228	6.06888801	5.61239258	5.449447524	5.174679587	5.59815917	5.496756866	6.119179768	5.646464881	5.738362099	6.050540652
CNOT2.DT	2.343681176	1.884826284	1.285549747	2.449482532	1.723235084	2.564937543	2.334998391	3.385748318	3.123211071	1.096140471	1.41597076	1.364996754	1.749696005	2.251521531	2.39458408	1.890710142	1.495222794	0.873031754	0.960787232
CNOT3	7.141230669	6.331172266	5.351404118	5.475614221	5.892385501	5.847341541	8.130971731	5.753092936	6.740708609	6.575131451	7.150187122	7.008364561	7.094659428	7.449582805	6.814451945	7.270338985	5.97719072	7.199352309	6.605129086
CNOT4	5.921468043	5.256693045	5.236895573	5.006938856	4.472666286	4.658895691	4.712256742	4.605682608	5.444898784	5.661320851	4.974609236	4.794140581	4.466218241	4.958600643	4.773591046	5.387974066	4.868897747	4.182636284	4.861446316
CNOT6	4.920786305	5.448894512	4.379135033	5.857339099	5.537451304	5.043295965	2.604166325	5.69505019	5.609464072	5.58403692	6.229304913	5.190160776	5.546234504	5.014471719	4.857622287	5.830893324	4.859155365	5.117439765	5.894732491
CNOT6L	4.180048679	4.147060876	4.963876803	4.304622669	4.62536198	4.639521942	1.324985569	5.193294851	5.071355683	4.550766045	4.836276299	3.409693773	3.853909105	3.285627276	3.488873904	4.473594907	4.827030449	3.580239945	3.741386741
CNOT7	6.38896486	5.748384846	6.90743919	5.513901401	6.323214123	6.767764657	4.11070546	5.657719521	6.495804656	7.060563819	6.831771548	6.684580416	6.77457429	6.613144211	6.951359486	4.963587488	5.632949608	6.684003703	6.986568677
CNOT8	5.669639106	5.738693493	5.48193188	5.509411622	5.605049278	5.987029005	3.430884016	6.21350382	5.549231251	4.632454186	5.663698181	5.619346637	5.361858798	5.847607671	5.166061774	5.053596464	6.266934788	5.35179711	5.409912293
CNOT9	7.22693952	6.006326778	6.217329368	5.603291575	6.456923749	6.175191626	7.036754549	6.329958976	6.018778664	6.234135271	6.869313271	6.558425377	6.433530674	6.607357651	6.666650744	6.932728607	6.100154083	7.010119647	6.823736169
CNP	6.923796338	6.507025612	6.524963256	6.786530053	5.59539551	5.70721256	8.83638828	6.276428844	6.803000474	5.875540171	6.233740249	7.633533531	7.443516781	7.459680969	7.126264813	7.21707527	6.398031945	7.474182676	6.060996403
CNPPD1	6.540928707	6.332728074	5.282611447	5.170651788	5.408072648	5.191081579	7.032613717	6.013774181	5.122985714	4.727221848	4.536205296	5.567754757	5.33478698	5.841705136	5.386720002	6.528925824	4.853032798	5.532297413	4.940754021
CNPY2	2.709679918	1.715250761	2.329323967	2.343927821	3.311313597	2.571010455	2.101936469	2.846243664	2.225008688	1.95132919	1.610419363	2.015635415	1.614345177	2.047843098	2.000620466	2.208785489	2.295298957	2.526637583	2.025469665
CNPY3	6.753905198	5.154330527	5.8623149	6.346790568	7.560940248	5.669856889	8.443609522	5.311327349	6.362938634	6.096978153	5.25132687	6.327046787	7.03551272	6.116707511	5.595872398	7.263450801	6.560899148	6.834921475	5.740900257
CNPY4	5.074578171	4.283868142	4.082621009	5.033091639	4.375510051	3.772693081	3.57451968	4.554372142	4.29963226	3.375128124	3.235568386	5.144228496	5.495280617	4.723481952	4.269747869	5.612945583	4.53131329	2.96407414	2.785027968
CNRIP1	6.012495256	4.138953417	6.134786996	5.75214298	4.770468434	5.923184134	6.508365019	5.381703686	4.598752064	5.405010033	0	3.9506953	3.797341083	5.925324964	6.079617432	6.013402499	3.601185424	6.709236783	6.830768736
CNST	4.049464112	5.018965986	5.476765735	4.485316328	4.54557472	3.976308745	2.334998391	5.791761402	5.947381448	5.202361987	5.448223922	4.837264535	3.923839635	4.323242578	4.580853977	3.551528157	4.083536376	4.399674762	4.529068664
CNTLN	3.607199295	3.661462946	5.006802213	4.230178031	3.40270992	4.449055314	0.460822183	3.919453183	4.62286273	4.346456442	3.589410735	2.189553728	2.580283965	3.004922152	3.712771166	3.319821484	4.295226839	3.35363045	4.220468997
CNTNAP1	7.334290064	5.403085226	3.12100646	6.848909867	1.938449494	5.067660674	6.732964695	2.8744114	1.182957792	3.559067728	4.438829369	2.544782348	4.961689522	6.05115148	5.267592289	3.172634973	3.815338455	4.680485503	4.100956023
CNTRL	4.282734675	4.785725805	4.376918226	4.838185403	4.578021025	5.020178228	0.956662521	3.379210183	3.414710539	4.841559843	3.837519745	3.063628926	3.975743249	3.218380389	3.848300624	4.347085092	3.571662107	2.935848464	4.061386097
CNTROB	6.571871788	6.723935608	5.292053983	5.974356769	6.565866505	6.306335941	9.109599816	5.841361773	4.957992494	5.191621896	4.684699423	6.392638113	5.635666286	6.38414546	6.292442501	6.492031737	5.424978423	6.491393319	5.899055819
COA1	4.984283511	5.752376095	5.715215886	5.997212806	5.336122716	6.416463227	5.97295769	5.402808939	5.322648349	6.799787562	5.74327771	6.088422386	6.511794307	5.632752687	5.726197673	5.811213188	5.49820779	6.590910489	6.608828981
COA3	4.998860594	4.225724017	4.556106784	4.512493767	2.668123106	4.081087599	6.340977834	3.937366252	3.989324043	4.387818041	4.820636606	5.826698757	5.423118205	6.043172201	5.902381937	4.689524635	4.52516552	5.808145363	4.984537908
COA4	6.056917474	6.367622661	5.952906477	4.997351612	4.981251891	4.985928671	6.3919717	6.283448594	6.54079122	6.46051317	6.053132552	5.386072653	5.622158867	5.901563794	5.686660067	5.790793567	5.580553123	6.778423117	6.046259081
COA5	4.01889435	3.482413703	4.338701818	4.878534589	4.485076443	4.248631738	2.923283115	4.847483727	3.895675992	3.681823588	4.133858142	3.859240057	4.407587093	3.997203843	4.016418048	3.388141629	4.300635735	2.737550612	3.475654497
COA6	3.432657148	3.823256095	3.995718985	3.936352326	2.832539826	3.915560882	1.898542395	4.744418106	3.823535226	3.981091078	4.580214412	4.019517934	3.63465972	4.313798092	4.686318072	2.45987009	2.503502069	4.693188012	4.320557009
COA7	4.940251465	5.325730822	6.82669933	5.492611889	4.609753634	5.493645979	3.756258797	6.370903254	5.857665355	6.680670091	6.182146599	4.727524817	5.419218327	5.19815744	5.524371207	5.137583241	4.966273047	6.29288859	6.787583452
COA8	4.310111597	3.512534461	3.118354923	3.373019183	4.194359868	2.789881371	3.795887853	3.882945664	3.828151263	3.164261884	3.419854721	3.736111847	3.036408074	3.38997857	3.410535014	3.739543429	3.810291238	3.702554004	3.367492434
COASY	6.477393847	5.592734779	6.124252959	5.67577743	4.079442036	5.476358962	8.176720508	6.21074472	6.714769488	4.547961819	6.166765689	6.542477691	6.782489217	6.631126581	6.561817727	5.056709484	6.625540913	6.280315749	6.189386064
COBLL1	4.144828248	0.348268244	0.501158644	4.488578712	3.359810397	3.913172562	0.645691452	4.716162249	4.411515219	3.513797994	4.853030138	2.706186604	3.187120228	4.013630841	3.571672363	2.073942092	4.598728614	3.66865234	4.073677459
COCH	0.548816595	6.58612	6.18696625	0.552379907	7.963672376	1.947861015	4.08694109	7.950826596	8.091826925	6.920695909	4.544163172	1.056088165	0	3.289487031	0	6.846770803	6.398872755	5.56491635	5.438113055
COG1	6.614712392	5.53868045	4.789847199	6.322681967	5.044538881	5.774872975	7.473942056	3.976875506	4.797785473	4.508119341	5.033457715	6.157670884	5.943249708	5.312585613	5.024717302	6.374079207	5.574612064	5.01323559	4.657107536
COG2	4.696634491	4.629575204	5.816838306	4.290486555	4.817276562	3.99788215	4.157091135	6.242610492	6.067417679	4.645630252	6.10408628	5.107664843	4.22484384	4.656318779	4.516307559	3.327574356	3.817855457	5.813972645	5.533522985
COG3	3.908345671	3.837103133	4.154266556	4.880522727	5.190416152	4.8835137	2.03727296	5.21364979	4.152805114	4.816146278	3.971024031	4.439669956	3.849278903	4.209690587	3.972184385	4.843455999	5.752890466	4.133774101	4.859672877
COG4	6.434285841	6.160707251	5.270123581	6.329247471	6.970034465	6.230191847	7.249719822	6.218090626	5.785923049	5.62186355	6.660421976	7.109474434	5.977599069	6.447701271	5.56854483	6.127715885	6.256767371	6.051179548	5.969403964
COG5	5.300365989	5.427836373	6.303012817	5.757291494	5.74538185	5.140932902	3.563081378	5.995722456	6.474615463	5.169898836	5.101909615	4.688203025	5.285939278	4.74050043	4.487414921	5.187429533	5.504471265	4.499475986	5.548461839
COG6	2.784279679	4.122600521	3.806083595	4.150858556	4.730133358	4.199497582	0.556215974	5.002288479	5.136075035	3.818409655	3.356189788	3.114855082	2.973974217	3.816404712	3.705069591	4.058074806	5.382251864	2.704470821	3.459352773
COG7	4.627023719	4.398668079	4.8357655	4.154970896	4.175635073	4.44823074	5.143219656	4.847483727	4.68525477	3.553486088	4.900916056	4.9763194	4.249652277	5.24958763	4.69606407	4.064274908	4.718064717	4.188629318	3.604076468
COG8	5.044541485	4.040112769	3.985570328	3.947775104	4.418947489	4.415699135	6.181818408	4.174837715	3.955969302	4.400309747	4.550498018	4.667520213	4.385371028	4.354899087	3.571672363	4.537383052	3.705451408	5.126833792	4.960745458
COIL	4.836297201	4.571271396	5.030265835	4.667339823	4.173277293	4.863242388	3.026834246	4.972193574	5.334052597	5.151543032	5.465088276	4.831807328	4.994559767	5.268288668	5.100059158	5.069094822	4.256785888	5.560301412	5.646859372
COL11A1	11.18103829	5.622841148	10.17294047	7.358373968	8.846536676	4.86200462	7.21907345	10.45017503	10.6244592	11.515844	9.523292641	10.69421899	6.957795609	0.143387899	0.049496568	9.929036023	6.28614856	7.319603268	0.123375307
COL11A2	3.62685334	1.784451205	8.927846549	0.865087969	11.97296042	2.098404753	2.193802194	9.03497172	9.232310326	6.272862539	2.158699717	1.303242355	2.613429528	3.60036491	2.990200108	1.774510004	9.366262911	0.748739843	1.146793827
COL12A1	12.43525512	10.42185954	5.821736277	10.82551723	10.09850224	10.18866315	8.298978668	10.35160042	11.2861682	8.674911521	5.25811622	9.380668061	8.674777619	8.887311687	7.60858338	8.054346203	8.670533541	7.968827449	7.168406919
COL13A1	4.116233363	7.177430933	4.615603923	5.662839937	7.857719598	3.285223067	6.398422183	5.800351389	6.957929322	3.741950462	0.387374539	7.078704049	4.263639313	5.449116407	6.257984955	0.075607715	5.771188409	3.032312951	6.323451701
COL14A1	8.239713081	0.348268244	4.773087057	10.25869994	3.617383137	3.950919203	1.478996794	3.21268779	1.320356489	3.412607399	3.051300885	0.560603262	1.030297743	8.494971358	4.038036477	5.417333491	3.586499285	0.682333153	0.099529892
COL16A1	8.712923842	1.983205454	1.471564202	8.61074959	4.834538606	8.243657474	7.455501166	7.632693649	0.931638638	5.489281426	3.616835767	8.388464037	6.72898887	7.863742562	6.805926282	1.240653829	3.847721866	7.012655543	1.496369836
COL18A1	1.922262311	5.998786655	5.783334788	7.245373372	6.124280377	5.467026679	9.698355199	5.493381887	3.115678971	4.32695903	5.45330396	6.320047792	4.117264098	7.907409461	7.025123029	7.317494621	0.259009634	8.244198492	5.176979204
COL1A1	11.15267841	12.16023661	11.88509551	12.69535266	13.77131874	13.0072155	15.06605575	13.7128491	16.35247661	11.55813564	11.18280384	13.02340537	10.24958183	11.7976491	10.29421801	12.3393565	14.54098961	11.54828307	3.910240539
COL1A2	13.01880264	10.9708074	11.98721499	12.55112809	12.86322388	10.77056186	12.66926089	13.31612534	15.10186499	10.50729736	9.377588236	12.54914609	0.353871499	11.69733983	9.952399144	9.451980236	13.10843667	9.128698514	0.514547154
COL24A1	1.45873768	6.250926647	2.526205956	4.740314965	7.958803675	3.68161324	0.809539493	8.408014853	8.026802471	5.674237065	1.207297059	0.175702551	0.502817656	0.63096717	0.049496568	3.926424428	7.084905921	0.539580347	1.06296458
COL27A1	8.434268725	4.319277339	4.338701818	5.513581166	4.553754963	5.88225494	5.671216095	5.52037251	6.425199166	5.897736398	4.80084551	4.282127618	5.293628349	4.968264719	4.65067706	5.400892393	0.452839769	4.961672009	6.500898336
COL3A1	12.80885125	3.011064467	2.550013487	8.407821729	7.137376784	11.65671725	5.920140405	5.450366317	7.227963521	10.22458641	6.427740331	10.94927031	5.390026835	12.33360324	10.47150916	6.262567587	2.471887709	9.684056353	0.567656296
COL4A1	0.992811995	0.200286299	0.580362353	8.275781477	0.062487325	7.630474864	10.20770915	3.540254935	1.062763821	2.017693174	0	10.35020841	8.023211032	5.587225345	6.040371357	1.283800786	0	8.895100377	7.74282456
COL4A2	1.20078697	1.908865608	0.946019276	9.742557726	0.141804319	7.744685511	11.79774127	3.950656588	1.03108281	2.323406632	0.269440857	10.82427673	9.311963121	6.694723192	7.137037541	1.848224273	0.135309586	9.043428531	8.052481647
COL4A5	3.053684896	4.604034645	0.11086427	4.49961596	5.389403414	1.984722251	2.732245168	5.035931076	6.211292495	4.539516287	5.020966374	6.232885217	3.684899041	5.201234033	4.680438713	0.050842813	1.495222794	2.653383964	3.399580886
COL5A1	10.10504748	9.032580813	7.472516489	11.05145436	10.1461494	10.42353536	11.81358996	9.120512915	10.10911054	10.30381026	5.965772866	10.24996934	7.792447672	8.931439804	7.648030503	11.57355575	11.61157704	8.018038408	3.496346781
COL5A2	10.73653173	10.80505547	10.47758171	8.266784022	11.52464918	10.4522474	7.800500234	12.02674133	12.79736991	10.39284598	10.06902932	10.47435029	6.772741586	10.07935716	9.250270109	11.18562332	6.098602342	8.861028849	7.590768059
COL5A3	3.280610734	2.19352954	3.044856811	3.162021748	2.384020126	6.976469235	8.881406465	3.732050767	0.446760697	0.348319489	3.842691074	3.549239929	3.648051142	3.428993884	4.161356019	4.274071629	0.03503562	4.759108132	0.402077348
COL6A1	11.29358546	9.847142679	8.113159292	12.45426679	10.2393119	8.346863112	12.94715354	7.466078509	8.478452561	7.066454439	6.473463909	8.494586938	8.460013711	11.09418551	11.01428747	10.23009637	7.43053155	7.253958689	6.106570935
COL6A2	9.596822976	9.296113286	4.106900343	11.11492107	9.536459453	8.489750499	12.70866387	5.561379278	4.342208182	5.25489489	6.49003746	9.711302928	8.722634141	10.69737704	10.61448769	10.8881613	6.138918249	8.33480541	6.967140222
COL6A3	10.50477457	3.861944034	1.918252106	12.12549153	3.961420599	11.77686576	11.44105356	4.752029163	3.566075135	6.410445431	0.885207233	10.66810223	7.615271678	11.88104067	11.78985823	0.950555962	4.964002301	5.94896644	7.136355784
COL7A1	1.151535901	4.400364791	2.057640329	8.672509373	4.659454232	5.853582762	9.348408907	4.244838895	3.332623834	2.882015503	2.798024996	8.730614195	4.195958924	2.607429507	1.783775545	6.987178297	6.626618038	4.352408483	2.181262157
COL8A1	7.393189395	8.288991905	0.533363772	6.863684067	0.160970455	8.089382865	7.070470378	2.153834167	0.965554052	6.02519588	2.43691407	6.814486261	5.52025448	5.226620322	3.287004703	5.265515867	2.236308923	7.306573361	3.840022831
COL8A2	4.645670454	4.678639663	1.528595843	4.177785854	1.742447885	3.374735063	6.16110399	4.48603572	3.420835602	0.933766068	3.908284043	1.377036647	0.963314224	3.473782517	0.822022008	3.370737295	5.582034573	2.345381276	0.973962216
COL9A2	1.20078697	0.507878797	3.173038809	1.593655921	6.791888769	4.627917221	6.702010727	1.666315146	4.037953354	3.707181673	1.573569944	0.846931797	5.69493186	1.57793377	1.381599855	5.130952713	2.983235427	3.625123307	3.764317374
COLEC12	1.998519079	6.574143595	5.90947239	5.748337547	3.533468817	3.1395933	2.193802194	7.182785002	6.695320284	7.13205428	2.43691407	8.599148506	3.631966454	6.360488815	7.276405049	3.4651348	7.999252605	5.719858611	4.014337697
COLGALT1	8.319572331	6.889231475	7.379247876	9.103561414	6.744831329	8.296784287	9.179384942	7.774900781	8.381484471	7.334381679	8.08527357	8.046164608	7.322415397	8.272078793	8.675920646	8.245423837	8.58934913	7.465570386	6.696881632
COLGALT2	5.492671329	3.111846791	6.327899472	3.6191009	5.058659313	1.334919374	4.209387614	6.253375859	5.46281995	4.487777739	2.803339585	4.62145272	1.07857029	2.563475779	0.733936373	3.395536832	1.363594784	2.935848464	2.440501838
COMMD1	4.753444352	4.389300321	4.208877429	3.855778136	3.84773853	4.397019092	6.071105516	3.787418295	4.255761555	4.431073848	3.760374608	5.198665617	4.738254201	4.332625639	4.471614307	4.284731096	4.096033091	3.919876882	3.910240539
COMMD10	3.055917227	4.349453348	3.587694348	4.90904702	3.887116068	3.491396784	0.809539493	4.882578483	4.266004617	3.362415495	4.330726324	4.321598577	3.906115007	3.797555508	3.533043709	2.801642415	3.523130955	3.032312951	3.990225331
